Date,Open,High,Low,Close,Adj Close,Volume
2023-02-09,2220.031982,2226.770996,2067.594727,2079.874512,2079.874512,14155504598
2023-02-10,2080.087158,2087.691650,2008.321899,2028.031128,2028.031128,11242003047
2023-02-11,2028.128540,2063.229248,2021.709351,2061.344482,2061.344482,6778675262
2023-02-12,2061.142578,2069.419922,2004.327148,2023.727417,2023.727417,7105862115
2023-02-13,2023.571655,2037.163208,1963.092041,2009.858521,2009.858521,12487028529
2023-02-14,2009.626709,2079.280029,1998.702148,2077.050537,2077.050537,12339996811
2023-02-15,2076.903564,2242.146973,2065.026123,2241.527588,2241.527588,13412415502
2023-02-16,2241.690186,2330.761230,2206.762207,2209.784424,2209.784424,17118200296
2023-02-17,2210.070801,2312.608154,2204.662354,2283.635742,2283.635742,13208302035
2023-02-18,2283.579834,2297.818848,2268.661377,2279.642090,2279.642090,7399437048
2023-02-19,2279.454590,2316.195801,2256.308838,2267.018066,2267.018066,9382756371
2023-02-20,2268.232666,2310.060059,2237.803223,2290.746826,2290.746826,10364282772
2023-02-21,2290.911865,2308.700439,2223.345215,2243.895264,2243.895264,11803344847
2023-02-22,2244.036865,2251.862061,2172.917969,2225.962646,2225.962646,12448173371
2023-02-23,2226.053467,2264.153320,2208.241699,2236.176514,2236.176514,12207319761
2023-02-24,2235.934326,2247.534668,2157.482178,2193.258057,2193.258057,12148934338
2023-02-25,2193.646973,2194.089844,2137.857666,2175.065186,2175.065186,7715669603
2023-02-26,2174.855469,2239.883545,2168.898682,2231.000977,2231.000977,7788254310
2023-02-27,2230.928223,2255.483398,2193.737061,2218.769531,2218.769531,9828822181
2023-02-28,2219.008545,2238.981445,2186.673340,2191.420654,2191.420654,8629352813
2023-03-01,2191.618652,2260.636230,2187.162842,2260.636230,2260.636230,10466949011
2023-03-02,2260.793213,2271.212158,2210.641602,2239.991699,2239.991699,9628535451
2023-03-03,2240.316162,2241.689209,2110.464600,2137.127930,2137.127930,13513595039
2023-03-04,2137.278320,2145.781494,2113.232910,2133.915283,2133.915283,5977221433
2023-03-05,2134.263184,2157.454834,2124.423340,2128.541016,2128.541016,6831176813
2023-03-06,2128.424561,2150.150146,2117.975342,2134.242188,2134.242188,7142042071
2023-03-07,2134.277588,2148.458252,2116.900879,2147.736084,2147.736084,9424672933
2023-03-08,2147.797607,2156.651855,2117.018799,2117.018799,2117.018799,9839745030
2023-03-09,2116.940674,2132.277832,1968.789307,1989.994385,1989.994385,13082419301
2023-03-10,2116.940674,2132.415283,1968.789307,1989.994385,1989.994385,13082419301
2023-03-11,1990.131958,1990.131958,1907.234009,1980.598755,1980.598755,17552060402
2023-03-12,1980.519287,2056.939697,1980.138916,2054.832520,2054.832520,20674327239
2023-03-13,2054.576660,2216.515625,2025.719604,2189.518555,2189.518555,15807015742
2023-03-14,2190.259521,2325.785156,2164.521973,2308.920898,2308.920898,21589208054
2023-03-15,2308.902100,2431.818115,2286.635742,2332.022949,2332.022949,22121997253
2023-03-16,2334.326660,2355.496582,2229.913574,2280.201172,2280.201172,17506263820
2023-03-17,2280.409668,2323.740479,2254.522461,2301.179932,2301.179932,12848977548
2023-03-18,2301.291260,2477.606689,2288.771973,2468.341553,2468.341553,17168295298
2023-03-19,2469.866455,2534.448486,2411.751709,2426.069580,2426.069580,14209188861
2023-03-20,2427.864746,2525.669922,2427.864746,2448.723633,2448.723633,12576430954
2023-03-21,2448.503906,2478.441895,2362.573730,2372.652832,2372.652832,15010335116
2023-03-22,2373.058350,2510.022705,2360.813965,2477.041748,2477.041748,14749917260
2023-03-23,2474.569092,2497.601807,2356.481689,2384.260742,2384.260742,17129001552
2023-03-24,2383.470215,2527.461182,2375.265137,2491.799072,2491.799072,15107918319
2023-03-25,2490.996094,2498.028564,2378.446777,2418.435059,2418.435059,15064683533
2023-03-26,2417.640869,2433.107666,2369.580566,2407.005615,2407.005615,9130062687
2023-03-27,2407.112549,2481.703857,2403.441650,2437.977539,2437.977539,9597595316
2023-03-28,2437.709229,2445.992188,2316.489502,2342.611084,2342.611084,11724589623
2023-03-29,2342.428711,2434.981201,2322.766602,2409.891113,2409.891113,11346603732
2023-03-30,2410.046631,2484.338135,2410.046631,2432.592529,2432.592529,12395188314
2023-03-31,2433.059326,2480.472656,2391.267822,2424.341797,2424.341797,13150563694
2023-04-01,2425.535889,2495.332031,2415.827637,2464.922607,2464.922607,12377738413
2023-04-02,2464.492676,2489.478271,2450.171631,2453.881348,2453.881348,7517034733
2023-04-03,2463.799805,2468.043457,2396.468262,2424.978027,2424.978027,8372289485
2023-04-04,2423.916992,2468.177246,2385.916992,2432.554199,2432.554199,12958718137
2023-04-05,2432.345947,2537.849121,2421.771240,2514.602783,2514.602783,13975189243
2023-04-06,2514.549072,2603.109375,2506.400391,2568.655762,2568.655762,13884216660
2023-04-07,2568.695313,2568.867920,2507.259766,2527.640137,2527.640137,11151755798
2023-04-08,2527.385742,2540.256836,2490.891846,2529.709229,2529.709229,11330495141
2023-04-09,2528.411621,2547.976318,2506.982666,2507.827148,2507.827148,6801937048
2023-04-10,2508.062988,2532.407227,2479.625977,2511.382080,2511.382080,8592156888
2023-04-11,2511.859375,2589.218018,2502.502930,2580.865967,2580.865967,11316407624
2023-04-12,2581.093262,2613.837646,2539.944824,2547.606445,2547.606445,11952115444
2023-04-13,2547.283203,2595.391113,2503.892334,2581.590820,2581.590820,14799511949
2023-04-14,2577.580322,2696.676758,2554.867920,2685.198730,2685.198730,16739777495
2023-04-15,2686.927734,2833.901611,2683.868408,2841.095947,2841.095947,22032585689
2023-04-16,2841.070068,2853.857178,2807.131104,2828.701416,2828.701416,10864099472
2023-04-17,2828.449951,2857.667969,2807.565430,2833.674072,2833.674072,10556912790
2023-04-18,2833.667969,2833.425781,2764.207764,2781.094238,2781.094238,12924523788
2023-04-19,2780.574951,2839.561768,2756.013428,2818.343750,2818.343750,12232044729
2023-04-20,2817.552490,2819.069092,2597.806885,2608.287109,2608.287109,18560972629
2023-04-21,2608.306396,2663.315918,2585.729248,2619.614258,2619.614258,15266791686
2023-04-22,2620.035400,2636.410645,2474.903076,2525.432861,2525.432861,16441627186
2023-04-23,2524.459229,2580.834229,2524.844971,2563.663574,2563.663574,9534793653
2023-04-24,2563.585449,2574.607910,2487.798096,2521.392090,2521.392090,8947058061
2023-04-25,2521.423584,2556.612305,2452.510498,2493.936279,2493.936279,11420011887
2023-04-26,2493.187744,2558.078857,2459.736084,2542.348633,2542.348633,11817632336
2023-04-27,2541.525146,2674.257568,2445.879639,2544.379150,2544.379150,19569881292
2023-04-28,2544.554932,2633.660400,2539.722168,2596.027832,2596.027832,19051652630
2023-04-29,2596.689697,2623.897705,2546.454590,2584.131592,2584.131592,10502713328
2023-04-30,2584.202881,2617.723633,2578.145508,2606.721680,2606.721680,6550067109
2023-05-01,2606.481689,2647.006592,2545.330811,2545.330811,2545.330811,8868526172
2023-05-02,2534.436768,2556.451172,2450.365967,2482.813477,2482.813477,11690360082
2023-05-03,2482.504150,2559.916748,2471.882813,2548.174072,2548.174072,10265742842
2023-05-04,2548.034912,2610.629150,2516.646973,2596.373779,2596.373779,11323064372
2023-05-05,2597.078613,2608.440186,2529.145508,2539.491699,2539.491699,8896975897
2023-05-06,2539.666016,2693.361816,2539.142822,2688.843262,2688.843262,12801281747
2023-05-07,2689.406982,2719.165771,2521.108643,2561.023926,2561.023926,12969725802
2023-05-08,2560.614014,2606.546387,2506.185791,2506.185791,2506.185791,9210749132
2023-05-09,2505.381104,2524.350830,2431.717529,2472.649170,2472.649170,13232315407
2023-05-10,2472.673584,2490.395508,2452.557861,2472.608398,2472.608398,8198564892
2023-05-11,2472.087158,2517.627441,2405.131348,2463.797363,2463.797363,13299934846
2023-05-12,2463.918701,2463.918701,2393.336670,2424.507813,2424.507813,11274159613
2023-05-13,2422.734375,2471.513184,2350.387695,2469.302979,2469.302979,12356211570
2023-05-14,2469.788086,2480.463623,2442.789307,2453.223633,2453.223633,6347966616
2023-05-15,2453.214111,2490.614746,2428.069336,2440.795166,2440.795166,6386610827
2023-05-16,2440.619141,2484.684570,2424.823486,2447.630859,2447.630859,9088493071
2023-05-17,2446.653564,2465.727051,2421.853760,2458.487061,2458.487061,7542038581
2023-05-18,2458.415527,2474.894775,2410.309814,2453.540283,2453.540283,8554602098
2023-05-19,2453.821289,2466.091797,2398.924561,2432.021729,2432.021729,7657736294
2023-05-20,2431.030762,2465.630615,2427.776855,2446.180176,2446.180176,6472590600
2023-05-21,2446.418457,2468.522705,2440.230225,2457.008057,2457.008057,3983702479
2023-05-22,2456.549316,2467.054932,2431.062256,2434.296631,2434.296631,4568720718
2023-05-23,2434.715332,2466.707031,2420.167480,2454.313721,2454.313721,6123636215
2023-05-24,2454.646240,2522.395508,2451.941406,2503.571533,2503.571533,9207643370
2023-05-25,2503.462158,2503.462158,2417.490723,2446.368408,2446.368408,9651266671
2023-05-26,2446.021973,2476.301270,2398.969971,2464.088379,2464.088379,8625471685
2023-05-27,2463.776855,2501.932617,2454.457275,2489.431885,2489.431885,7421119258
2023-05-28,2489.276611,2499.634766,2474.188232,2492.738037,2492.738037,4379009300
2023-05-29,2492.711182,2606.820313,2485.045166,2600.629883,2600.629883,8655016599
2023-05-30,2598.429932,2622.229980,2552.585938,2575.481689,2575.481689,8005940868
2023-05-31,2575.502197,2602.271729,2560.325684,2585.552002,2585.552002,7294717908
2023-06-01,2585.649414,2595.513428,2522.680908,2542.585938,2542.585938,8119038561
2023-06-02,2542.293213,2561.163086,2504.656738,2503.748535,2503.748535,7583072966
2023-06-03,2504.047363,2564.567871,2490.766602,2561.159668,2561.159668,8188358245
2023-06-04,2561.380127,2562.880371,2531.547119,2540.847656,2540.847656,4662049502
2023-06-05,2540.828369,2567.423096,2531.770508,2538.817871,2538.817871,5031997312
2023-06-06,2538.689209,2538.980713,2389.494385,2436.746094,2436.746094,12435835436
2023-06-07,2435.069092,2542.614502,2418.581055,2524.957275,2524.957275,11662684458
2023-06-08,2524.793945,2535.893555,2436.971436,2450.188232,2450.188232,10590086870
2023-06-09,2450.345459,2490.697021,2444.688721,2467.166992,2467.166992,6061399431
2023-06-10,2466.867676,2473.535156,2440.503418,2460.165771,2460.165771,6164142260
2023-06-11,2460.388672,2466.262695,2301.367920,2342.733398,2342.733398,14422962788
2023-06-12,2342.924316,2370.225342,2333.871582,2338.610596,2338.610596,6080698702
2023-06-13,2338.157227,2341.600098,2300.734863,2328.845947,2328.845947,8060795212
2023-06-14,2328.660889,2350.406250,2298.399658,2315.499023,2315.499023,8274002068
2023-06-15,2315.781982,2325.115479,2181.388916,2199.774170,2199.774170,9946388849
2023-06-16,2199.746094,2216.405518,2164.757080,2202.363525,2202.363525,9690766540
2023-06-17,2202.219238,2279.574951,2183.288330,2265.916992,2265.916992,8290636941
2023-06-18,2265.920898,2332.039063,2262.593506,2279.823242,2279.823242,6435003710
2023-06-19,2279.809326,2310.369629,2266.273193,2271.248291,2271.248291,5042642274
2023-06-20,2271.153076,2306.806396,2254.292236,2295.561035,2295.561035,6883382921
2023-06-21,2294.531006,2371.935547,2275.338379,2370.141357,2370.141357,9483994473
2023-06-22,2369.976074,2498.743164,2365.053467,2488.758301,2488.758301,15439794956
2023-06-23,2487.162109,2541.607178,2459.900146,2462.419922,2462.419922,11145855609
2023-06-24,2461.891113,2551.084717,2464.047363,2499.982422,2499.982422,10949763535
2023-06-25,2501.184326,2516.313965,2466.897217,2477.790771,2477.790771,6638302484
2023-06-26,2477.512695,2547.815674,2470.910400,2502.130371,2502.130371,9133742575
2023-06-27,2501.530273,2509.024414,2419.281006,2445.535400,2445.535400,11336675552
2023-06-28,2445.421387,2519.977783,2441.187256,2493.917236,2493.917236,10143577336
2023-06-29,2494.185303,2494.584473,2414.213379,2422.674316,2422.674316,9456616460
2023-06-30,2422.791016,2491.947754,2422.791016,2454.473389,2454.473389,7523162464
2023-07-01,2454.183594,2574.356689,2425.088623,2561.146729,2561.146729,17083856732
2023-07-02,2561.325439,2573.749268,2531.549561,2549.722656,2549.722656,6805399496
2023-07-03,2549.566650,2593.633057,2511.337402,2567.590332,2567.590332,8407341590
2023-07-04,2568.180420,2615.072021,2564.724121,2590.583496,2590.583496,10411290755
2023-07-05,2590.762451,2605.148926,2555.872559,2561.149414,2561.149414,7516185858
2023-07-06,2561.365234,2568.527100,2513.140137,2538.294434,2538.294434,8016533405
2023-07-07,2538.067383,2600.880371,2469.674561,2470.724854,2470.724854,11901650565
2023-07-08,2469.222656,2496.676514,2448.809814,2487.620850,2487.620850,8602646917
2023-07-09,2488.152100,2490.146240,2453.096924,2480.887939,2480.887939,5717035594
2023-07-10,2480.961426,2498.347900,2466.998779,2473.838623,2473.838623,5833160849
2023-07-11,2474.144531,2530.484375,2455.287109,2496.412354,2496.412354,8411572871
2023-07-12,2496.542969,2503.653809,2472.902832,2484.892090,2484.892090,6489231247
2023-07-13,2484.873535,2502.097656,2459.496582,2468.342773,2468.342773,8410586770
2023-07-14,2468.245850,2637.118896,2456.846680,2631.224854,2631.224854,14575385949
2023-07-15,2630.142334,2657.357666,2514.529297,2565.853271,2565.853271,14060647023
2023-07-16,2565.565430,2574.096924,2551.666748,2556.006348,2556.006348,5796384470
2023-07-17,2556.242432,2569.986572,2537.250977,2544.934814,2544.934814,5727456122
2023-07-18,2544.951416,2559.907471,2472.786865,2523.718994,2523.718994,8816288535
2023-07-19,2523.786133,2529.460205,2477.345703,2498.540527,2498.540527,7656139389
2023-07-20,2498.801270,2525.859375,2479.340332,2486.695801,2486.695801,7922755396
2023-07-21,2486.782471,2525.300781,2477.536865,2491.229004,2491.229004,9705320582
2023-07-22,2492.035400,2516.841797,2484.905273,2503.316650,2503.316650,6176206786
2023-07-23,2503.151123,2509.942383,2454.380371,2467.372314,2467.372314,5426232431
2023-07-24,2468.936035,2518.964844,2460.302734,2498.572998,2498.572998,5925876719
2023-07-25,2498.067627,2498.066895,2418.539551,2437.433350,2437.433350,8358902508
2023-07-26,2437.467285,2462.747314,2430.410156,2450.001221,2450.001221,5490692776
2023-07-27,2449.941406,2492.153076,2443.152344,2472.198486,2472.198486,7634569029
2023-07-28,2472.101318,2484.472412,2454.124756,2460.897217,2460.897217,5676622179
2023-07-29,2461.354004,2488.242432,2456.268311,2484.130859,2484.130859,5036479720
2023-07-30,2483.886230,2498.420654,2478.285889,2492.510254,2492.510254,3309050304
2023-07-31,2492.248779,2496.585205,2449.280518,2467.143555,2467.143555,5304983101
2023-08-01,2467.291016,2485.156494,2442.676270,2449.085449,2449.085449,5794448313
2023-08-02,2449.122314,2485.473389,2416.811035,2483.830811,2483.830811,10131307366
2023-08-03,2486.054688,2493.369141,2430.081299,2454.114502,2454.114502,8605011049
2023-08-04,2453.858398,2475.798096,2439.559082,2450.118408,2450.118408,6289167450
2023-08-05,2449.789795,2465.308838,2432.501221,2445.167480,2445.167480,6503511171
2023-08-06,2445.281982,2458.016357,2442.414307,2456.039551,2456.039551,3836064287
2023-08-07,2455.848633,2457.727295,2442.653320,2444.364014,2444.364014,3963757242
2023-08-08,2444.066162,2463.683105,2412.996338,2442.986084,2442.986084,7806427452
2023-08-09,2442.975830,2514.984131,2443.867920,2491.653320,2491.653320,7804484990
2023-08-10,2491.615967,2513.832764,2477.014404,2488.387695,2488.387695,7877397406
2023-08-11,2488.455566,2493.156494,2479.933105,2488.276855,2488.276855,5055605334
2023-08-12,2488.261230,2488.725098,2472.195313,2482.442871,2482.442871,4506298086
2023-08-13,2482.506836,2489.373047,2480.554199,2484.815674,2484.815674,3079157229
2023-08-14,2485.035889,2497.895508,2466.151367,2472.084473,2472.084473,4105569620
2023-08-15,2472.142822,2494.221924,2468.751465,2482.152344,2482.152344,5495939417
2023-08-16,2482.123291,2484.433594,2450.542236,2464.665771,2464.665771,6049140657
2023-08-17,2464.805420,2469.439941,2434.741211,2444.343994,2444.343994,6736852085
2023-08-18,2444.220215,2448.721436,2101.943115,2282.388916,2282.388916,19246598012
2023-08-19,2278.467529,2300.109375,2229.133057,2253.653320,2253.653320,13086933018
2023-08-20,2253.516602,2297.456543,2244.332764,2265.222900,2265.222900,6609530271
2023-08-21,2265.380127,2292.582520,2256.307861,2281.677246,2281.677246,5559191335
2023-08-22,2281.907715,2281.989502,2239.740234,2258.596191,2258.596191,6877985913
2023-08-23,2258.609863,2260.588379,2163.398926,2213.957275,2213.957275,9816609237
2023-08-24,2214.646973,2295.033447,2206.938477,2271.117920,2271.117920,9726570564
2023-08-25,2271.082520,2275.235840,2227.863525,2255.366699,2255.366699,6935527519
2023-08-26,2255.808594,2271.519287,2228.686523,2249.727295,2249.727295,7345583887
2023-08-27,2249.716553,2252.235352,2237.175049,2240.705811,2240.705811,3298161346
2023-08-28,2240.658447,2258.345459,2240.156006,2253.500000,2253.500000,3567592222
2023-08-29,2253.400391,2255.331299,2213.490479,2247.476074,2247.476074,6603993709
2023-08-30,2247.226807,2367.634277,2234.719482,2345.366211,2345.366211,15328540081
2023-08-31,2345.299561,2346.697510,2298.646729,2307.920410,2307.920410,6800005039
2023-09-01,2308.261963,2331.008545,2208.722900,2223.362061,2223.362061,8907765753
2023-09-02,2223.283936,2234.047119,2178.980469,2209.781006,2209.781006,8283514970
2023-09-03,2209.874023,2231.031738,2209.244873,2221.525146,2221.525146,3994600161
2023-09-04,2221.550049,2234.281006,2206.684326,2221.345459,2221.345459,4279283130
2023-09-05,2220.812012,2232.012451,2199.738770,2216.238281,2216.238281,5287416106
2023-09-06,2216.586182,2242.593018,2192.627441,2228.302979,2228.302979,6025547304
2023-09-07,2228.688721,2263.300537,2201.304688,2226.334961,2226.334961,6802635012
2023-09-08,2226.349365,2267.900879,2219.568848,2254.477783,2254.477783,6714851418
2023-09-09,2254.764404,2266.970703,2210.901855,2234.882568,2234.882568,6281314922
2023-09-10,2234.763184,2235.883545,2226.035400,2233.550049,2233.550049,2843396682
2023-09-11,2233.617432,2233.919922,2191.039063,2203.579346,2203.579346,5914313159
2023-09-12,2203.498779,2205.993652,2082.482422,2107.151855,2107.151855,10448184340
2023-09-13,2106.961914,2198.028076,2105.146729,2158.246582,2158.246582,9234885729
2023-09-14,2158.874023,2185.983398,2146.442627,2179.282715,2179.282715,6748599788
2023-09-15,2179.341064,2217.630859,2178.339844,2199.073730,2199.073730,7486644705
2023-09-16,2198.932861,2236.383057,2183.472412,2221.713867,2221.713867,5885157199
2023-09-17,2221.451660,2233.507080,2209.938965,2213.517822,2213.517822,3816718956
2023-09-18,2213.489990,2213.912109,2186.694092,2194.594482,2194.594482,4101051214
2023-09-19,2194.844971,2253.661377,2176.944092,2208.330811,2208.330811,7979967204
2023-09-20,2208.283691,2230.923340,2195.218262,2209.433594,2209.433594,5922853569
2023-09-21,2209.367188,2218.478760,2167.101563,2187.377441,2187.377441,6949983411
2023-09-22,2186.974609,2191.482666,2124.957275,2135.321045,2135.321045,6997390851
2023-09-23,2134.910645,2157.743896,2128.691895,2149.398682,2149.398682,4668780954
2023-09-24,2149.324219,2156.103760,2143.052979,2150.512451,2150.512451,2835363437
2023-09-25,2150.469238,2159.079590,2125.464600,2130.797363,2130.797363,4160167412
2023-09-26,2130.654785,2148.847168,2106.552490,2136.460938,2136.460938,5911643641
2023-09-27,2136.057861,2154.979004,2134.937988,2154.358887,2154.358887,4792783448
2023-09-28,2153.941406,2207.983398,2144.090820,2156.803223,2156.803223,7470257161
2023-09-29,2157.047363,2244.349365,2156.491699,2229.953613,2229.953613,8982631886
2023-09-30,2230.111816,2268.844971,2223.020508,2265.985107,2265.985107,7512357003
2023-10-01,2265.836426,2300.234375,2264.527100,2271.192383,2271.192383,4288199853
2023-10-02,2271.192139,2376.174561,2264.689941,2353.465576,2353.465576,6861469082
2023-10-03,2352.343750,2368.824707,2250.599609,2275.243652,2275.243652,11516284998
2023-10-04,2274.230957,2287.482666,2256.931641,2271.291260,2271.291260,6502345089
2023-10-05,2271.360107,2272.069824,2245.010986,2264.887451,2264.887451,7047577823
2023-10-06,2264.818848,2274.079590,2210.093750,2208.883057,2208.883057,7407040615
2023-10-07,2208.731201,2270.927002,2208.731201,2252.073486,2252.073486,6761302965
2023-10-08,2252.045410,2255.292236,2231.995361,2236.583496,2236.583496,3528967791
2023-10-09,2236.783447,2245.711914,2214.249268,2231.966309,2231.966309,4530141136
2023-10-10,2231.838379,2233.751953,2116.104004,2145.511719,2145.511719,9534845498
2023-10-11,2145.926514,2168.524170,2109.296631,2129.633057,2129.633057,7138519398
2023-10-12,2129.589355,2146.316162,2108.812988,2129.473633,2129.473633,7364257544
2023-10-13,2129.611328,2130.249023,2082.970947,2106.990479,2106.990479,6847979210
2023-10-14,2106.744629,2148.032959,2104.319092,2121.163086,2121.163086,6252617146
2023-10-15,2121.401367,2132.730225,2112.792969,2125.802734,2125.802734,3320372137
2023-10-16,2125.555664,2137.294922,2119.375488,2125.800781,2125.800781,3988546664
2023-10-17,2126.133301,2219.896729,2123.732910,2179.228271,2179.228271,12045650545
2023-10-18,2179.366211,2180.526123,2121.411865,2137.346191,2137.346191,6871293603
2023-10-19,2137.268799,2162.153809,2134.584473,2144.510986,2144.510986,5971222485
2023-10-20,2144.796387,2155.438232,2119.617188,2150.013428,2150.013428,6906445066
2023-10-21,2150.169678,2231.267822,2145.252686,2202.966797,2202.966797,9263286329
2023-10-22,2203.180176,2253.178711,2187.565186,2236.790771,2236.790771,5782690810
2023-10-23,2236.781494,2285.837402,2229.974609,2279.915283,2279.915283,7193524115
2023-10-24,2295.566650,2456.436035,2282.433594,2416.662354,2416.662354,19660790987
2023-10-25,2417.527344,2537.677490,2415.617188,2452.227539,2452.227539,21834715112
2023-10-26,2452.870117,2501.122070,2424.362061,2467.134277,2467.134277,13028686822
2023-10-27,2467.250488,2574.185791,2441.517578,2492.632080,2492.632080,15470386596
2023-10-28,2492.294434,2492.808838,2429.375244,2470.969971,2470.969971,10401962892
2023-10-29,2471.023926,2499.510254,2461.795898,2466.212402,2466.212402,5866478387
2023-10-30,2466.137207,2511.299805,2451.546387,2489.371826,2489.371826,6042729127
2023-10-31,2489.431641,2527.662598,2465.914551,2503.452148,2503.452148,10420006958
2023-11-01,2503.511475,2516.958496,2477.684814,2521.154053,2521.154053,8991032876
2023-11-02,2520.339600,2575.116211,2474.802490,2555.393311,2555.393311,14704661420
2023-11-03,2555.628662,2591.281250,2468.765137,2475.421631,2475.421631,12378610863
2023-11-04,2475.828125,2508.819336,2447.725098,2505.889160,2505.889160,10422360879
2023-11-05,2506.673584,2553.013184,2496.238281,2539.938477,2539.938477,6624436214
2023-11-06,2539.524170,2613.646973,2527.525879,2587.637207,2587.637207,12113550235
2023-11-07,2587.458740,2618.603516,2555.660645,2602.444824,2602.444824,11101229743
2023-11-08,2603.489014,2625.094482,2552.121338,2599.767578,2599.767578,12671970858
2023-11-09,2598.383545,2627.304443,2582.988770,2605.541748,2605.541748,9311087800
2023-11-10,2605.014893,2943.562500,2599.595215,2928.388672,2928.388672,34122853350
2023-11-11,2929.087891,2945.171875,2859.443848,2867.520264,2867.520264,20338376595
2023-11-12,2867.200928,2883.865479,2808.718750,2833.052979,2833.052979,14116658913
2023-11-13,2833.611816,2850.989746,2786.561523,2821.912354,2821.912354,10970662822
2023-11-14,2822.143311,2917.752197,2806.138916,2836.586670,2836.586670,19766632835
2023-11-15,2835.896729,2854.383057,2658.171631,2711.323975,2711.323975,17930515584
2023-11-16,2711.899414,2821.361328,2695.583252,2819.431885,2819.431885,17277676460
2023-11-17,2818.826172,2863.731445,2669.797363,2696.731689,2696.731689,20149859468
2023-11-18,2698.087646,2736.713379,2625.064697,2691.563477,2691.563477,16305780646
2023-11-19,2692.099609,2705.536133,2636.369873,2694.314209,2694.314209,11067559544
2023-11-20,2694.170166,2764.915771,2669.084717,2762.358154,2762.358154,10587344904
2023-11-21,2760.504150,2837.077637,2735.408936,2775.832520,2775.832520,17661191539
2023-11-22,2775.802734,2791.198242,2653.907471,2653.907471,2653.907471,18706183630
2023-11-23,2649.134521,2860.304443,2648.559082,2826.782471,2826.782471,18310326933
2023-11-24,2826.070801,2857.367188,2796.687500,2824.482178,2824.482178,10722126092
2023-11-25,2824.757568,2901.569092,2822.711426,2839.835938,2839.835938,16567204623
